index,balance 1,balance 2,balance 3
20180321,1608474.499,1558221.706,1485543.061
20180322,1628833.59,1575787.412,1505102.231
20180323,1615358.057,1563251.557,1490527.422
20180326,1612670.714,1559054.948,1488505.032
20180327,1623435.24,1571177.96,1498881.362
20180328,1605603.729,1552622.174,1478690.519
20180329,1619266.576,1568600.254,1491800.757
20180402,1629377.464,1580384.959,1503507.161
20180403,1618943.949,1563933.315,1501214.794
20180405,1613731.809,1565437.682,1485413.519
20180406,1616898.576,1569686.664,1490551.733
20180409,1640711.268,1594357.425,1519371.912
20180410,1630177.432,1583666.315,1506357.663
20180411,1649437.557,1601870.679,1529630.515
20180412,1638698.327,1592857.268,1520215.61
20180413,1648411.043,1603010.131,1533233.508
20180416,1656059.165,1612790.682,1545147.303
20180417,1651721.157,1605320.875,1534666.62
20180418,1641457.586,1598164.65,1522176.234
20180419,1639928.875,1596984.75,1520654.125
20180420,1639928.875,1596984.75,1520654.125
20180423,1639928.875,1596984.75,1520654.125
20180424,1639928.875,1596984.75,1520654.125
20180425,1639928.875,1596984.75,1520654.125
20180426,1639928.875,1596984.75,1520654.125
20180427,1639928.875,1596984.75,1520654.125
20180430,1639928.875,1596984.75,1520654.125
20180501,1639928.875,1596984.75,1520654.125
20180502,1639928.875,1596984.75,1520654.125
20180503,1639928.875,1596984.75,1520654.125
20180504,1639928.875,1596984.75,1520654.125
20180507,1639928.875,1596984.75,1520654.125
20180508,1639928.875,1596984.75,1520654.125
20180509,1639928.875,1596984.75,1520654.125
20180510,1639928.875,1596984.75,1520654.125
20180511,1639928.875,1596984.75,1520654.125
20180514,1639928.875,1596984.75,1520654.125
20180515,1640179.579,1597027.723,1520803.164
20180516,1640078.25,1596941.75,1520722.25
20180517,1639623.234,1596829.043,1520888.667
20180518,1641221.691,1600615.758,1523615.379
20180521,1639228.018,1598080.33,1520346.185
20180522,1640592.615,1599117.998,1522011.747
20180523,1638927.923,1596586.761,1520356.644
20180524,1637528.81,1593792.779,1519594.675
20180525,1627810.078,1585120.766,1510682.584
20180529,1636400.403,1592563.348,1517828.564
20180530,1629931.831,1586754.917,1510633.044
20180531,1635113.961,1591235.317,1516130.088
20180601,1639983.743,1596801.41,1522485.362
20180604,1638805.701,1594950.905,1520159.328
20180605,1653510.184,1606185.678,1534313.949
20180606,1659786.395,1612138.44,1534751.721
20180607,1663697.318,1615317.917,1538190.275
20180608,1663230.835,1617666.865,1541193.79
20180611,1662127.404,1616279.379,1539989.519
20180612,1652422.413,1612398.765,1532006.035
20180613,1648521.953,1609583.873,1529343.952
20180614,1643636.245,1602446.123,1522526.21
20180615,1619969.778,1577208.267,1489892.261
20180618,1616708.823,1574721.929,1488891.487
20180619,1607965.079,1561285.76,1474379.977
20180620,1610934.072,1567463.645,1480783.712
20180621,1589881.8,1545379.866,1457281.021
20180622,1593145.284,1545656.653,1456232.166
20180625,1584909.318,1539262.398,1447720.373
20180626,1598373.535,1552383.532,1457122.539
20180627,1596167.029,1551600.817,1457822.128
20180628,1594575.125,1550049.25,1456460.25
20180629,1594575.125,1550049.25,1456460.25
20180702,1643068.764,1595239.471,1516444.809
20180705,1595046.623,1550520.623,1456931.748
20180706,1599377.142,1554851.142,1461262.267
20180709,1601749.58,1557223.58,1463634.642
20180710,1597774.345,1553248.407,1459659.47
20180711,1603264.707,1558738.707,1465149.832
20180712,1608271.623,1563745.686,1470156.811
20180713,1610691.476,1566165.539,1472576.601
20180716,1607728.513,1563202.544,1469613.638
20180717,1614444.144,1569918.175,1476329.269
20180718,1605187.56,1560661.592,1467072.697
20180719,1608823.009,1564310.913,1470468.276
20180720,1607366.554,1562920.624,1469065.181
20180723,1613466.008,1569010.346,1474743.152
20180724,1630378.554,1585257.201,1489982.006
20180725,1641994.712,1596706.789,1500703.623
20180726,1634967.033,1590067.445,1494425.264
20180727,1628243.4,1583653.985,1488471.984
20180730,1635020.198,1590328.081,1494765.247
20180731,1626609.508,1581883.141,1486922.011
20180801,1624982.875,1580301.25,1485435.125
20180802,1624982.875,1580301.25,1485435.125
20180803,1624982.875,1580301.25,1485435.125
20180806,1624982.875,1580301.25,1485435.125
20180807,1624982.875,1580301.25,1485435.125
20180808,1624982.875,1580301.25,1485435.125
20180809,1624982.875,1580301.25,1485435.125
20180810,1624982.875,1580301.25,1485435.125
20180813,1624982.875,1580301.25,1485435.125
20180814,1624982.875,1580301.25,1485435.125
20180815,1624982.875,1580301.25,1485435.125
20180816,1624982.875,1580301.25,1485435.125
20180817,1624982.875,1580301.25,1485435.125
20180820,1624982.875,1580301.25,1485435.125
20180821,1624982.875,1580301.25,1485435.125
20180822,1623995.397,1579313.772,1484447.647
20180823,1624963.136,1580281.511,1485415.261
20180824,1630878.962,1586197.337,1491331.15
20180827,1630217.906,1585536.218,1490670.093
20180828,1629856.846,1585175.158,1490309.033
20180829,1623074.767,1578393.142,1483526.954
20180830,1622203.625,1577521.875,1482655.75
20180831,1622203.625,1577521.875,1482655.75
20180904,1622200.837,1577519.212,1482653.087
20180905,1622826.731,1578145.106,1483278.981
20180906,1620615.862,1575934.237,1481068.112
20180907,1618500.461,1573818.836,1478952.711
20180910,1619758.087,1575076.462,1480210.274
20180911,1618812.875,1574131.25,1479265
20180912,1618812.875,1574131.25,1479265
20180913,1618812.875,1574131.25,1479265
20180914,1620084.848,1575403.223,1480537.098
20180917,1619903.625,1575222,1480355.875
20180918,1621883.538,1577201.913,1482335.788
20180919,1623540.97,1578859.345,1483993.095
20180920,1618927.518,1574245.83,1479379.705
20180921,1617532.26,1572850.635,1477984.51
20180924,1613109.018,1568427.393,1473561.206
20180925,1615162.954,1570481.329,1475615.142
20180926,1614222,1569540.375,1474674.25
20180927,1614222,1569540.375,1474674.25
20180928,1614222,1569540.375,1474674.25
20181001,1594575.125,1550049.25,1456460.25
20181003,1613148.776,1568467.151,1473601.026
20181004,1612976,1568294.375,1473428.25
20181005,1612976,1568294.375,1473428.25
20181008,1612976,1568294.375,1473428.25
20181009,1612976,1568294.375,1473428.25
20181010,1612976,1568294.375,1473428.25
20181011,1613809.837,1569128.212,1474262.087
20181012,1613076.102,1568394.477,1473528.352
20181015,1619602.878,1574921.253,1480055.003
20181016,1620521.635,1575840.01,1480973.885
20181017,1620035.25,1575353.625,1480487.5
20181018,1620035.25,1575353.625,1480487.5
20181019,1620035.25,1575353.625,1480487.5
20181022,1620035.25,1575353.625,1480487.5
20181023,1620035.25,1575353.625,1480487.5
20181024,1620035.25,1575353.625,1480487.5
20181025,1620035.25,1575353.625,1480487.5
20181026,1620035.25,1575353.625,1480487.5
20181029,1620035.25,1575353.625,1480487.5
20181030,1620035.25,1575353.625,1480487.5
20181031,1620035.25,1575353.625,1480487.5
20181101,1620035.25,1575353.625,1480487.5
20181102,1620035.25,1575353.625,1480487.5
20181105,1620035.25,1575353.625,1480487.5
20181106,1620035.25,1575353.625,1480487.5
20181107,1620035.25,1575353.625,1480487.5
20181108,1620035.25,1575353.625,1480487.5
20181109,1620035.25,1575353.625,1480487.5
20181112,1620035.25,1575353.625,1480487.5
20181113,1620035.25,1575353.625,1480487.5
20181114,1620035.25,1575353.625,1480487.5
20181115,1620035.25,1575353.625,1480487.5
20181116,1620035.25,1575353.625,1480487.5
20181119,1620035.25,1575353.625,1480487.5
20181120,1620035.25,1575353.625,1480487.5
20181121,1620035.25,1575353.625,1480487.5
20181123,1620035.25,1575353.625,1480487.5
20181126,1620035.25,1575353.625,1480487.5
20181127,1620035.25,1575353.625,1480487.5
20181128,1620035.25,1575353.625,1480487.5
20181129,1620035.25,1575353.625,1480487.5
20181130,1620035.25,1575353.625,1480487.5
20181203,1620035.25,1575353.625,1480487.5
20181204,1620035.25,1575353.625,1480487.5
20181206,1620035.25,1575353.625,1480487.5
20181207,1620035.25,1575353.625,1480487.5
20181210,1620035.25,1575353.625,1480487.5
20181211,1620035.25,1575353.625,1480487.5
20181212,1620035.25,1575353.625,1480487.5
20181213,1620035.25,1575353.625,1480487.5
20181214,1620035.25,1575353.625,1480487.5
20181217,1620035.25,1575353.625,1480487.5
20181218,1620035.25,1575353.625,1480487.5
20181219,1620035.25,1575353.625,1480487.5
20181220,1620035.25,1575353.625,1480487.5
20181221,1625736.524,1581054.899,1486188.649
20181224,1625604.625,1580922.875,1486056.75
20181226,1625604.625,1580922.875,1486056.75
20181227,1625604.625,1580922.875,1486056.75
20181228,1625604.625,1580922.875,1486056.75
20181231,1625604.625,1580922.875,1486056.75
20190102,1614222,1569540.375,1474674.25
20190104,1626372.168,1581690.543,1486824.418
20190107,1629870.732,1585189.107,1490322.982
20190108,1631526.934,1586845.184,1491979.059
20190109,1633280.346,1588598.721,1493732.534
20190110,1632390.516,1587708.891,1492842.703
20190111,1627602.145,1582920.52,1488054.332
20190114,1629499.254,1584817.598,1489951.441
20190115,1627834.078,1583152.453,1488286.281
20190116,1637938.508,1593256.867,1498390.697
20190117,1658606.409,1613613.789,1517418.143
20190118,1638600.874,1594231.874,1499076.611
20190122,1652824.577,1608329.077,1511940.381
20190123,1651123.738,1606713.681,1510348.787
20190124,1660659.703,1615872.024,1519115.876
20190125,1643915.627,1600479.577,1503742.101
20190128,1646610.491,1602941.97,1505991.463
20190129,1662929.835,1619134.782,1521333.243
20190130,1654273.132,1609932.184,1513741.419
20190131,1654301.184,1610397.189,1514087.928
20190201,1659303.345,1615350.057,1518766.8
20190204,1669088.213,1624841.511,1527799.95
20190205,1660816.51,1616865.859,1520296.177
20190206,1646673.428,1602904.71,1507313.43
20190207,1644638.002,1601070.146,1505538.098
20190208,1641999.571,1598534.191,1503120.312
20190211,1664619.778,1620577.25,1523884.441
20190212,1673809.362,1629454.665,1532280.092
20190213,1665622.7,1621688.763,1525033.346
20190214,1695231.153,1650523.931,1552036.088
20190215,1696303.001,1651390.875,1552996.414
20190219,1702164.186,1656901.006,1558085.622
20190220,1701307.915,1656339.176,1557542.995
20190221,1710740.094,1665702.934,1566415.183
20190222,1712439.235,1667113.332,1567857.39
20190225,1708759,1663839.615,1564718.022
20190226,1704292.613,1659406.478,1561030.772
20190227,1701168.135,1656558.983,1558313.213
20190228,1706736.634,1662504.552,1563677.664
20190301,1702162.283,1657922.123,1559504.493
20190304,1697231.806,1653350.752,1555039.817
20190305,1690552.892,1647259.393,1548861.798
20190306,1678293.181,1635410.971,1537763.856
20190307,1670103.673,1627560.686,1530234.329
20190308,1691442.111,1648353.709,1549813.18
20190311,1697513.634,1654486.795,1555481.981
20190312,1703496.869,1660301.186,1561190.934
20190313,1699096.142,1656229.893,1557385.313
20190314,1706782.853,1663878.057,1564458.841
20190315,1711197.783,1668398.729,1568825.548
20190318,1709782.798,1667090.436,1567424.2
20190319,1707499.724,1665025.74,1565305.735
20190320,1724216.576,1681753.772,1580744.681
20190321,1699679.794,1657878.729,1558081.399
20190322,1697035.499,1655301.253,1555714.889
20190325,1703874.296,1661775.64,1561900.381
20190326,1711187.202,1668841.425,1568576.42
20190327,1723579.796,1680740.765,1579770.998
20190328,1742943.296,1699347.222,1597545.252
20190329,1703204.893,1662990.242,1564368.233
20190401,1701501.75,1661327.25,1562803.875
20190402,1701501.75,1661327.25,1562803.875
20190403,1625604.625,1580922.875,1486056.75
20190405,1700782.207,1661699.341,1561532.795
20190408,1700623.875,1661558.375,1561393.125
20190409,1700623.875,1661558.375,1561393.125
20190410,1700623.875,1661558.375,1561393.125
20190411,1700623.875,1661558.375,1561393.125
20190412,1700623.875,1661558.375,1561393.125
20190415,1700623.875,1661558.375,1561393.125
20190416,1700623.875,1661558.375,1561393.125
20190417,1700623.875,1661558.375,1561393.125
20190418,1700623.875,1661558.375,1561393.125
20190422,1700623.875,1661558.375,1561393.125
20190423,1700623.875,1661558.375,1561393.125
20190424,1700623.875,1661558.375,1561393.125
20190425,1700623.875,1661558.375,1561393.125
20190426,1700623.875,1661558.375,1561393.125
20190429,1700623.875,1661558.375,1561393.125
20190430,1700623.875,1661558.375,1561393.125
20190501,1700623.875,1661558.375,1561393.125
20190502,1700623.875,1661558.375,1561393.125
20190503,1700623.875,1661558.375,1561393.125
20190506,1700623.875,1661558.375,1561393.125
20190507,1700623.875,1661558.375,1561393.125
20190508,1700623.875,1661558.375,1561393.125
20190509,1700623.875,1661558.375,1561393.125
20190510,1700623.875,1661558.375,1561393.125
20190513,1700623.875,1661558.375,1561393.125
20190514,1700623.875,1661558.375,1561393.125
20190515,1700623.875,1661558.375,1561393.125
20190516,1700623.875,1661558.375,1561393.125
20190517,1700623.875,1661558.375,1561393.125
20190520,1700623.875,1661558.375,1561393.125
20190521,1700623.875,1661558.375,1561393.125
20190522,1700623.875,1661558.375,1561393.125
20190523,1700623.875,1661558.375,1561393.125
20190524,1700623.875,1661558.375,1561393.125
20190528,1700623.875,1661558.375,1561393.125
20190529,1700623.875,1661558.375,1561393.125
20190530,1700623.875,1661558.375,1561393.125
20190531,1700623.875,1661558.375,1561393.125
20190603,1700623.875,1661558.375,1561393.125
20190604,1700623.875,1661558.375,1561393.125
20190605,1700623.875,1661558.375,1561393.125
20190606,1700623.875,1661558.375,1561393.125
20190607,1700623.875,1661558.375,1561393.125
20190610,1700623.875,1661558.375,1561393.125
20190611,1700623.875,1661558.375,1561393.125
20190612,1700623.875,1661558.375,1561393.125
20190613,1700623.875,1661558.375,1561393.125
20190614,1700623.875,1661558.375,1561393.125
20190617,1700623.875,1661558.375,1561393.125
20190618,1700623.875,1661558.375,1561393.125
20190619,1700623.875,1661558.375,1561393.125
20190620,1700623.875,1661558.375,1561393.125
20190621,1700623.875,1661558.375,1561393.125
20190624,1700623.875,1661558.375,1561393.125
20190625,1700942.638,1660668.869,1560679.905
20190626,1701869.146,1662017.593,1561053.428
20190627,1701617.41,1664509.274,1560803.381
20190628,1701964.517,1666002.402,1560703.888
20190701,1705539.745,1669882.012,1563220.556
20190702,1705939.796,1668673.625,1564039.478
20190703,1701501.75,1661327.25,1562803.875
20190708,1701511.716,1665150.705,1559002.822
20190709,1702900.991,1668700.327,1560586.943
20190710,1720683.831,1673829.788,1576359.312
20190711,1719472,1672857.5,1575293.875
20190712,1719472,1672857.5,1575293.875
20190715,1719472,1672857.5,1575293.875
20190716,1719472,1672857.5,1575293.875
20190717,1718529.222,1672499.442,1574351.097
20190718,1714815.342,1669903.745,1570637.342
20190719,1714500.633,1670272.406,1570322.571
20190722,1719311.303,1672304.617,1575133.178
20190723,1721209.929,1671065.757,1577031.835
20190724,1720065.25,1670554.5,1575887.125
20190725,1720065.25,1670554.5,1575887.125
20190726,1720065.25,1670554.5,1575887.125
20190729,1720065.25,1670554.5,1575887.125
20190730,1720065.25,1670554.5,1575887.125
20190731,1717937.246,1668204.528,1573759.246
20190801,1717749.875,1668023.625,1573571.75
20190802,1712376.901,1664161.956,1568198.901
20190805,1716868.471,1667112.409,1572690.346
20190806,1715378.138,1667943.814,1571199.95
20190807,1714827.875,1667649.125,1570649.75
20190808,1714827.875,1667649.125,1570649.75
20190809,1714827.875,1667649.125,1570649.75
20190812,1714827.875,1667649.125,1570649.75
20190813,1714827.875,1667649.125,1570649.75
20190814,1714827.875,1667649.125,1570649.75
20190815,1714827.875,1667649.125,1570649.75
20190816,1714827.875,1667649.125,1570649.75
20190819,1714827.875,1667649.125,1570649.75
20190820,1714827.875,1667649.125,1570649.75
20190821,1714827.875,1667649.125,1570649.75
20190822,1714827.875,1667649.125,1570649.75
20190823,1714827.875,1667649.125,1570649.75
20190826,1714827.875,1667649.125,1570649.75
20190827,1714827.875,1667649.125,1570649.75
20190828,1714827.875,1667649.125,1570649.75
20190829,1714827.875,1667649.125,1570649.75
20190830,1714827.875,1667649.125,1570649.75
20190903,1714827.875,1667649.125,1570649.75
20190904,1714827.875,1667649.125,1570649.75
20190905,1714827.875,1667649.125,1570649.75
20190906,1714827.875,1667649.125,1570649.75
20190909,1714827.875,1667649.125,1570649.75
20190910,1714827.875,1667649.125,1570649.75
20190911,1714827.875,1667649.125,1570649.75
20190912,1714827.875,1667649.125,1570649.75
20190913,1714827.875,1667649.125,1570649.75
20190916,1714827.875,1667649.125,1570649.75
20190917,1714827.875,1667649.125,1570649.75
20190918,1714827.875,1667649.125,1570649.75
20190919,1714827.875,1667649.125,1570649.75
20190920,1714827.875,1667649.125,1570649.75
20190923,1714827.875,1667649.125,1570649.75
20190924,1714827.875,1667649.125,1570649.75
20190925,1714827.875,1667649.125,1570649.75
20190926,1714827.875,1667649.125,1570649.75
20190927,1714827.875,1667649.125,1570649.75
20190930,1714827.875,1667649.125,1570649.75
20191001,1714827.875,1667649.125,1570649.75
20191002,1702510.187,1666623.676,1560434.14
20191004,1713725.543,1666546.918,1569547.543
20191007,1713514.625,1666336,1569336.5
20191008,1713514.625,1666336,1569336.5
20191009,1713514.625,1666336,1569336.5
20191010,1713514.625,1666336,1569336.5
20191011,1713514.625,1666336,1569336.5
20191014,1713514.625,1666336,1569336.5
20191015,1713514.625,1666336,1569336.5
20191016,1713514.625,1666336,1569336.5
20191017,1713514.625,1666336,1569336.5
20191018,1713514.625,1666336,1569336.5
20191021,1713514.625,1666336,1569336.5
20191022,1713514.625,1666336,1569336.5
20191023,1713514.625,1666336,1569336.5
20191024,1713514.625,1666336,1569336.5
20191025,1713514.625,1666336,1569336.5
20191028,1713514.625,1666336,1569336.5
20191029,1713514.625,1666336,1569336.5
20191030,1713514.625,1666336,1569336.5
20191031,1713514.625,1666336,1569336.5
20191101,1713514.625,1666336,1569336.5
20191104,1713514.625,1666336,1569336.5
20191105,1713514.625,1666336,1569336.5
20191106,1713514.625,1666336,1569336.5
20191107,1713514.625,1666336,1569336.5
20191108,1713514.625,1666336,1569336.5
20191111,1713514.625,1666336,1569336.5
20191112,1713778.186,1666599.436,1569600.061
20191113,1713572.25,1666393.5,1569394.125
20191114,1713572.25,1666393.5,1569394.125
20191115,1713572.25,1666393.5,1569394.125
20191118,1713572.25,1666393.5,1569394.125
20191119,1713572.25,1666393.5,1569394.125
20191120,1713572.25,1666393.5,1569394.125
20191121,1713572.25,1666393.5,1569394.125
20191122,1713572.25,1666393.5,1569394.125
20191125,1713572.25,1666393.5,1569394.125
20191126,1713572.25,1666393.5,1569394.125
20191127,1713572.25,1666393.5,1569394.125
20191129,1713572.25,1666393.5,1569394.125
20191202,1713572.25,1666393.5,1569394.125
20191203,1713572.25,1666393.5,1569394.125
20191204,1713572.25,1666393.5,1569394.125
20191205,1713572.25,1666393.5,1569394.125
20191206,1713572.25,1666393.5,1569394.125
20191209,1713572.25,1666393.5,1569394.125
20191210,1713572.25,1666393.5,1569394.125
20191211,1713572.25,1666393.5,1569394.125
20191212,1713572.25,1666393.5,1569394.125
20191213,1713572.25,1666393.5,1569394.125
20191216,1713572.25,1666393.5,1569394.125
20191217,1713572.25,1666393.5,1569394.125
20191218,1713572.25,1666393.5,1569394.125
20191219,1713572.25,1666393.5,1569394.125
20191220,1713572.25,1666393.5,1569394.125
20191223,1713572.25,1666393.5,1569394.125
20191224,1713572.25,1666393.5,1569394.125
20191226,1713572.25,1666393.5,1569394.125
20191227,1713572.25,1666393.5,1569394.125
20191230,1713572.25,1666393.5,1569394.125
20191231,1713572.25,1666393.5,1569394.125
20200102,1714827.875,1667649.125,1570649.75
20200106,1712241.675,1665883.334,1568572.72
20200107,1716114.088,1666112.259,1570382.105
20200108,1715520.75,1665983,1570188.5
20200109,1714365.761,1665430.393,1569687.056
20200110,1714099.25,1665327,1569577.375
20200113,1714099.25,1665327,1569577.375
20200114,1714099.25,1665327,1569577.375
20200115,1714099.25,1665327,1569577.375
20200116,1714099.25,1665327,1569577.375
20200117,1714099.25,1665327,1569577.375
20200121,1714099.25,1665327,1569577.375
20200122,1714099.25,1665327,1569577.375
20200123,1714099.25,1665327,1569577.375
20200124,1714099.25,1665327,1569577.375
20200127,1714099.25,1665327,1569577.375
20200128,1714099.25,1665327,1569577.375
20200129,1714099.25,1665327,1569577.375
20200130,1714099.25,1665327,1569577.375
20200131,1714099.25,1665327,1569577.375
20200203,1714099.25,1665327,1569577.375
20200204,1714099.25,1665327,1569577.375
20200205,1714099.25,1665327,1569577.375
20200206,1714099.25,1665327,1569577.375
20200207,1714099.25,1665327,1569577.375
20200210,1714099.25,1665327,1569577.375
20200211,1714099.25,1665327,1569577.375
20200212,1714099.25,1665327,1569577.375
20200213,1714099.25,1665327,1569577.375
20200214,1714099.25,1665327,1569577.375
20200218,1714099.25,1665327,1569577.375
20200219,1714099.25,1665327,1569577.375
20200220,1714099.25,1665327,1569577.375
20200221,1704751.364,1657900.688,1562606.5
20200224,1691611.494,1646526.325,1551687.368
20200225,1691151,1646246.75,1551366.875
20200226,1691151,1646246.75,1551366.875
20200227,1688469.037,1645309.492,1550520.09
20200228,1688297.875,1645190.25,1550411.625
20200302,1688297.875,1645190.25,1550411.625
20200303,1688297.875,1645190.25,1550411.625
20200304,1688297.875,1645190.25,1550411.625
20200305,1688297.875,1645190.25,1550411.625
20200306,1688297.875,1645190.25,1550411.625
20200309,1688297.875,1645190.25,1550411.625
20200310,1688297.875,1645190.25,1550411.625
20200311,1688297.875,1645190.25,1550411.625
20200312,1688297.875,1645190.25,1550411.625
20200313,1688297.875,1645190.25,1550411.625
20200316,1688297.875,1645190.25,1550411.625
20200317,1688297.875,1645190.25,1550411.625
20200318,1688297.875,1645190.25,1550411.625
20200319,1688297.875,1645190.25,1550411.625
20200320,1688297.875,1645190.25,1550411.625
20200323,1688297.875,1645190.25,1550411.625
20200324,1688297.875,1645190.25,1550411.625
20200325,1688297.875,1645190.25,1550411.625
20200326,1688297.875,1645190.25,1550411.625
20200327,1688297.875,1645190.25,1550411.625
20200330,1688297.875,1645190.25,1550411.625
20200331,1688297.875,1645190.25,1550411.625
20200401,1688297.875,1645190.25,1550411.625
20200402,1713572.25,1666393.5,1569394.125
20200406,1688389.253,1646089.388,1551310.763
20200407,1688314.625,1645948.75,1551170
20200408,1688314.625,1645948.75,1551170
20200409,1688314.625,1645948.75,1551170
20200413,1688314.625,1645948.75,1551170
20200414,1688314.625,1645948.75,1551170
20200415,1688314.625,1645948.75,1551170
20200416,1688314.625,1645948.75,1551170
20200417,1688314.625,1645948.75,1551170
20200420,1688314.625,1645948.75,1551170
20200421,1688314.625,1645948.75,1551170
20200422,1688314.625,1645948.75,1551170
20200423,1688314.625,1645948.75,1551170
20200424,1688314.625,1645948.75,1551170
20200427,1688314.625,1645948.75,1551170
20200428,1688314.625,1645948.75,1551170
20200429,1688314.625,1645948.75,1551170
20200430,1688314.625,1645948.75,1551170
20200501,1688314.625,1645948.75,1551170
20200504,1688314.625,1645948.75,1551170
20200505,1688314.625,1645948.75,1551170
20200506,1688314.625,1645948.75,1551170
20200507,1688314.625,1645948.75,1551170
20200508,1688314.625,1645948.75,1551170
20200511,1688314.625,1645948.75,1551170
20200512,1688314.625,1645948.75,1551170
20200513,1688314.625,1645948.75,1551170
20200514,1688314.625,1645948.75,1551170
20200515,1688314.625,1645948.75,1551170
20200518,1688314.625,1645948.75,1551170
20200519,1688314.625,1645948.75,1551170
20200520,1688314.625,1645948.75,1551170
20200521,1688314.625,1645948.75,1551170
20200522,1688314.625,1645948.75,1551170
20200526,1688314.625,1645948.75,1551170
20200527,1688314.625,1645948.75,1551170
20200528,1687993.294,1644990.654,1550211.904
20200529,1688032.208,1647079.838,1552301.088
20200601,1687778,1646712.875,1551934.125
20200602,1687778,1646712.875,1551934.125
20200603,1687778,1646712.875,1551934.125
20200604,1693053.689,1654327.628,1559549.003
20200605,1692865.25,1654123.25,1559344.625
20200608,1692865.25,1654123.25,1559344.625
20200609,1692865.25,1654123.25,1559344.625
20200610,1692865.25,1654123.25,1559344.625
20200611,1692865.25,1654123.25,1559344.625
20200612,1692865.25,1654123.25,1559344.625
20200615,1692865.25,1654123.25,1559344.625
20200616,1692865.25,1654123.25,1559344.625
20200617,1692865.25,1654123.25,1559344.625
20200618,1692865.25,1654123.25,1559344.625
20200619,1692865.25,1654123.25,1559344.625
20200622,1692865.25,1654123.25,1559344.625
20200623,1692865.25,1654123.25,1559344.625
20200624,1692865.25,1654123.25,1559344.625
20200625,1692865.25,1654123.25,1559344.625
20200626,1692865.25,1654123.25,1559344.625
20200629,1692865.25,1654123.25,1559344.625
20200630,1692865.25,1654123.25,1559344.625
20200701,1692865.25,1654123.25,1559344.625
20200702,1688297.875,1645190.25,1550411.625
